paper,paper_short,venue,year,table,method,proposed,modality,metric_type,alignment,dataset,sequence,sequence_norm,metric,unit,value,status,note
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",MVSEC,indoor 4,indoor_flying4,RPE_t,cm/s,10.36,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",MVSEC,indoor 1,indoor_flying1,RPE_t,cm/s,66.62,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",MVSEC,indoor 2,indoor_flying2,RPE_t,cm/s,53.92,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",MVSEC,indoor 3,indoor_flying3,RPE_t,cm/s,37.55,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",MVSEC,indoor 4,indoor_flying4,RPE_t,cm/s,122.48,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",MVSEC,indoor 1,indoor_flying1,RPE_t,cm/s,3.73,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",MVSEC,indoor 2,indoor_flying2,RPE_t,cm/s,5.73,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",MVSEC,indoor 3,indoor_flying3,RPE_t,cm/s,5.18,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",MVSEC,indoor 4,indoor_flying4,RPE_t,cm/s,14.15,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_a,city04_a,RPE_t,cm/s,69.14,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_b,city04_b,RPE_t,cm/s,32.84,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_c,city04_c,RPE_t,cm/s,82.03,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_d,city04_d,RPE_t,cm/s,190.67,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_a,city09_a,RPE_t,cm/s,271.62,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_b,city09_b,RPE_t,cm/s,138.33,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_c,city09_c,RPE_t,cm/s,417.0,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_d,city09_d,RPE_t,cm/s,280.43,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_e,city09_e,RPE_t,cm/s,339.24,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city11_a,city11_a,RPE_t,cm/s,56.82,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city11_b,city11_b,RPE_t,cm/s,188.97,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_a,city04_a,RPE_t,cm/s,26.92,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_b,city04_b,RPE_t,cm/s,26.48,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_c,city04_c,RPE_t,cm/s,86.21,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_d,city04_d,RPE_t,cm/s,68.02,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_a,city09_a,RPE_t,cm/s,,failed,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_b,city09_b,RPE_t,cm/s,68.92,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_c,city09_c,RPE_t,cm/s,1998.86,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_d,city09_d,RPE_t,cm/s,,failed,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_e,city09_e,RPE_t,cm/s,744.3,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city11_a,city11_a,RPE_t,cm/s,25.14,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ES-PTAM,no,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city11_b,city11_b,RPE_t,cm/s,,failed,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_a,city04_a,RPE_t,cm/s,187.03,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_b,city04_b,RPE_t,cm/s,188.23,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_c,city04_c,RPE_t,cm/s,145.64,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_d,city04_d,RPE_t,cm/s,540.98,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_a,city09_a,RPE_t,cm/s,,failed,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_b,city09_b,RPE_t,cm/s,561.41,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_c,city09_c,RPE_t,cm/s,,failed,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_d,city09_d,RPE_t,cm/s,105.62,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_e,city09_e,RPE_t,cm/s,801.43,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city11_a,city11_a,RPE_t,cm/s,54.53,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESIO,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city11_b,city11_b,RPE_t,cm/s,53.55,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_a,city04_a,RPE_t,cm/s,16.98,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_b,city04_b,RPE_t,cm/s,21.7,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_c,city04_c,RPE_t,cm/s,39.12,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city04_d,city04_d,RPE_t,cm/s,18.0,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_a,city09_a,RPE_t,cm/s,80.86,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_b,city09_b,RPE_t,cm/s,32.1,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_c,city09_c,RPE_t,cm/s,361.56,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_d,city09_d,RPE_t,cm/s,91.51,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city09_e,city09_e,RPE_t,cm/s,125.22,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city11_a,city11_a,RPE_t,cm/s,12.94,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,ESVO2,no,Stereo E+I,metric,"SE3 (stereo, metric)",DSEC,city11_b,city11_b,RPE_t,cm/s,14.83,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city04_a,city04_a,RPE_t,cm/s,641.27,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city04_b,city04_b,RPE_t,cm/s,726.44,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city04_c,city04_c,RPE_t,cm/s,1501.47,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city04_d,city04_d,RPE_t,cm/s,1939.15,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city09_a,city09_a,RPE_t,cm/s,,n/a,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city09_b,city09_b,RPE_t,cm/s,,n/a,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city09_c,city09_c,RPE_t,cm/s,,n/a,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city09_d,city09_d,RPE_t,cm/s,,n/a,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city09_e,city09_e,RPE_t,cm/s,,n/a,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city11_a,city11_a,RPE_t,cm/s,,n/a,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,DEIO,no,E+I,metric,"SE3 (stereo, metric)",DSEC,city11_b,city11_b,RPE_t,cm/s,,n/a,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_a,city04_a,RPE_t,cm/s,23.7,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_b,city04_b,RPE_t,cm/s,13.56,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_c,city04_c,RPE_t,cm/s,34.39,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city04_d,city04_d,RPE_t,cm/s,31.18,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_a,city09_a,RPE_t,cm/s,15.73,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_b,city09_b,RPE_t,cm/s,55.0,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_c,city09_c,RPE_t,cm/s,273.98,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_d,city09_d,RPE_t,cm/s,39.38,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city09_e,city09_e,RPE_t,cm/s,38.56,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
STEREO_DEVO,Stereo-DEVO,RAL,2025,II,Stereo-DEVO,yes,Stereo E,metric,"SE3 (stereo, metric)",DSEC,city11_a,city11_a,RPE_t,cm/s,10.32,ok,Stereo-DEVO T.II (RPE+ATE). DEIO shown under METRIC eval (no scale-correction) -> large VECtor/DSEC scale errors. Authors also drop DEVO entirely 'because its poses suffer from scale ambiguity'.
